NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInParameter::STAIRSTYPE_MINIMUM_RUN_WIDTH;-1151216;Minimum Run Width
OdBm::BuiltInParameter::STAIRSTYPE_NUMBER_OF_INTERMEDIATE_SUPPORTS;-1151217;Middle Support Number
OdBm::BuiltInParameter::STAIRSTYPE_IS_ASSEMBLED_STAIRS;-1151218;Assembled Stair
OdBm::BuiltInParameter::STAIRSTYPE_CALC_RULE_RISER_MULTIPLIER;-1151219;Riser Multiplier
OdBm::BuiltInParameter::STAIRSTYPE_CALC_RULE_TREAD_MULTIPLIER;-1151220;Tread Multiplier
OdBm::BuiltInParameter::STAIRSTYPE_CALC_RULE_MAX_RESULT;-1151221;Max. Result
OdBm::BuiltInParameter::STAIRSTYPE_CALC_RULE_MIN_RESULT;-1151222;Min. Result
OdBm::BuiltInParameter::STAIRSTYPE_CALC_RULE_TARGET_RESULT;-1151223;Target Result
OdBm::BuiltInParameter::STAIRSTYPE_GEOMUNJOINED_END_CUT_STYLE;-1151224;Connection Method
OdBm::BuiltInParameter::STAIRSTYPE_NOTCH_EXTENSION;-1151225;Notch Extension
OdBm::BuiltInParameter::STAIRSTYPE_NOTCH_THICKNESS;-1151226;Notch Thickness
OdBm::BuiltInParameter::STAIRSTYPE_NOTCH_CUSTOM_WIDTH;-1151227;Custom
OdBm::BuiltInParameter::STAIRSTYPE_NOTCH_HORIZONTAL_GAP;-1151228;Horizontal Gap Distance
OdBm::BuiltInParameter::STAIRSTYPE_NOTCH_VERTICAL_GAP;-1151229;Vertical Gap Distance
OdBm::BuiltInParameter::STAIRSTYPE_NOTCH_WIDTH;-1151230;Notch Width
OdBm::BuiltInParameter::STAIRSTYPE_HAS_LEFT_SUPPORT;-1151231;Left Support
OdBm::BuiltInParameter::STAIRSTYPE_HAS_RIGHT_SUPPORT;-1151232;Right Support
OdBm::BuiltInParameter::STAIRSTYPE_CONSTRUCTION_METHOD;-1151233;Construction Method
OdBm::BuiltInParameter::STAIRSTYPE_CUTMARK_TYPE;-1151234;Cut Mark Type
OdBm::BuiltInParameter::STAIRSTYPE_RIGHT_SUPPORT_LATERAL_OFFSET;-1151235;Right Lateral Offset
OdBm::BuiltInParameter::STAIRSTYPE_LEFT_SUPPORT_LATERAL_OFFSET;-1151236;Left Lateral Offset
OdBm::BuiltInParameter::STAIRSTYPE_HAS_INTERMEDIATE_SUPPORT;-1151237;Middle Support
OdBm::BuiltInParameter::STAIRS_RUN_BOTTOM_ELEVATION;-1151301;Relative Base Height
OdBm::BuiltInParameter::STAIRS_RUN_TOP_ELEVATION;-1151302;Relative Top Height
OdBm::BuiltInParameter::STAIRS_RUN_HEIGHT;-1151303;Run Height
OdBm::BuiltInParameter::STAIRS_RUN_EXTEND_BELOW_RISER_BASE;-1151304;Extend Below Riser Base
OdBm::BuiltInParameter::STAIRS_RUN_ACTUAL_NUMBER_OF_RISERS;-1151305;Actual Number of Risers
OdBm::BuiltInParameter::STAIRS_RUN_ACTUAL_NUMBER_OF_TREADS;-1151306;Actual Number of Treads
OdBm::BuiltInParameter::STAIRS_RUN_ACTUAL_RISER_HEIGHT;-1151307;Actual Riser Height
OdBm::BuiltInParameter::STAIRS_RUN_ACTUAL_TREAD_DEPTH;-1151308;Actual Tread Depth
OdBm::BuiltInParameter::STAIRS_RUN_ACTUAL_RUN_WIDTH;-1151309;Actual Run Width
OdBm::BuiltInParameter::STAIRS_RUN_CENTER_MARK_VISIBLE;-1151313;Center Mark Visible
OdBm::BuiltInParameter::STAIRS_RUN_STRUCTURAL;-1151314;Structural
OdBm::BuiltInParameter::STAIRS_RUN_OVERRIDDEN;-1151315;Overridden
OdBm::BuiltInParameter::STAIRS_RUN_BEGIN_WITH_RISER;-1151316;Begin with Riser
OdBm::BuiltInParameter::STAIRS_RUN_END_WITH_RISER;-1151317;End with Riser
OdBm::BuiltInParameter::STAIRS_RUN_LOCATIONPATH_JUSTFICATION;-1151318;Location Line
OdBm::BuiltInParameter::STAIRS_RUN_WINDER_BEGIN_WITH_STRAIGHT;-1151319;Begin with Straight Run
OdBm::BuiltInParameter::STAIRS_RUN_WINDER_END_WITH_STRAIGHT;-1151320;End with Straight Run
OdBm::BuiltInParameter::STAIRS_RUN_CREATE_AUTO_LANDING;-1151321;With Automatic Landing
OdBm::BuiltInParameter::STAIRS_RUN_CCW;-1151322;CCW
OdBm::BuiltInParameter::STAIRS_RUN_EXTEND_BELOW_TREAD_BASE;-1151323;Extend Below Tread Base
OdBm::BuiltInParameter::STAIRS_RUNTYPE_HAS_MONOLITHIC_SUPPORT;-1151401;Monolithic Support
OdBm::BuiltInParameter::STAIRS_RUNTYPE_UNDERSIDE_SURFACE_TYPE;-1151402;Underside Surface
OdBm::BuiltInParameter::STAIRS_RUNTYPE_STRUCTURE;-1151403;Structure
OdBm::BuiltInParameter::STAIRS_RUNTYPE_STRUCTURAL_DEPTH;-1151404;Structural Depth
OdBm::BuiltInParameter::STAIRS_RUNTYPE_TOTAL_DEPTH;-1151405;Total Depth
OdBm::BuiltInParameter::STAIRS_RUNTYPE_RUN_MATERIAL;-1151406;Monolithic Material
OdBm::BuiltInParameter::STAIRS_LANDING_BASE_ELEVATION;-1151501;Relative Height
OdBm::BuiltInParameter::STAIRS_LANDING_STRUCTURAL;-1151502;Structural
OdBm::BuiltInParameter::STAIRS_LANDING_THICKNESS;-1151507;Total Thickness
OdBm::BuiltInParameter::STAIRS_LANDING_OVERRIDDEN;-1151508;Overridden
OdBm::BuiltInParameter::STAIRS_LANDINGTYPE_HAS_MONOLITHIC_SUPPORT;-1151601;Monolithic Support
OdBm::BuiltInParameter::STAIRS_LANDINGTYPE_STRUCTURE;-1151602;Structure
OdBm::BuiltInParameter::STAIRS_LANDINGTYPE_THICKNESS;-1151603;Monolithic Thickness
OdBm::BuiltInParameter::STAIRS_LANDINGTYPE_USE_SAME_TRISER_AS_RUN;-1151604;Same as Run
OdBm::BuiltInParameter::STAIRS_LANDINGTYPE_LANDING_MATERIAL;-1151606;Monolithic Material
OdBm::BuiltInParameter::STAIRS_SUPPORT_HORIZONTAL_OFFSET;-1151701;Lateral Offset
OdBm::BuiltInParameter::STAIRS_SUPPORT_VERTICAL_OFFSET;-1151702;Vertical Offset
OdBm::BuiltInParameter::STAIRS_SUPPORT_LOWER_END_CUT;-1151705;Lower End Cut
OdBm::BuiltInParameter::STAIRS_SUPPORT_UPPER_END_CUT;-1151706;Upper End Cut
OdBm::BuiltInParameter::STAIRS_SUPPORT_TRIM_SUPPORT_UPPER;-1151708;Trim Support at Upper
OdBm::BuiltInParameter::STAIRS_SUPPORT_OVERRIDDEN;-1151709;Overridden
OdBm::BuiltInParameter::STAIRS_SUPPORT_LANDINGSUPPORT_TYPE;-1151710;Landing Support Type
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_SECTION_PROFILE;-1151801;Section Profile
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_TOPSIDE_SURFACE;-1151803;Topside Surface
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_UNDERSIDE_SURFACE;-1151804;Underside Surface
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_STRUCTURAL_DEPTH;-1151805;Structural Depth
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_TOTAL_DEPTH;-1151806;Total Depth
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_WIDTH;-1151807;Width
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_MATERIAL;-1151808;Material
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_STRUCTURAL_DEPTH_ON_RUN;-1151809;Structural Depth On Run
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_STRUCTURAL_DEPTH_ON_LANDING;-1151810;Structural Depth On Landing
OdBm::BuiltInParameter::STAIRS_SUPPORTTYPE_FLIP_SECTION_PROFILE;-1151811;Flip Section Profile
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_WINDER_STYLE;-1151901;Winder Style
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_MINIMUM_WIDTH_CORNER;-1151902;Minimum Width on Inside Boundary
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_MINIMUM_WIDTH_INSIDE_WALKLINE;-1151903;Minimum Width on Inside Walk Line
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_STAIR_PATH_OFFSET;-1151904;Inside Walk Line Offset
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_FILLET_INSIDE_CORNER;-1151905;Fillet on Corner
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_RADIUS_INTERIOR;-1151906;Fillet Radius
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_NUMBER_OF_STRAIGHT_STEPS_AT_BEGIN;-1151907;Parallel Treads at Start
OdBm::BuiltInParameter::STAIRS_WINDERPATTERN_NUMBER_OF_STRAIGHT_STEPS_AT_END;-1151908;Parallel Treads at End
OdBm::BuiltInParameter::STAIRS_TRISER_IS_TYPE_OVERRIDDEN;-1152101;Overridden
OdBm::BuiltInParameter::STAIRS_TRISER_TREAD_NUMBER;-1152102;Tread Number
OdBm::BuiltInParameter::STAIRS_TRISER_RISER_NUMBER;-1152103;Riser Number
OdBm::BuiltInParameter::STAIRS_TRISER_TREAD_MARK;-1152104;Tread Mark
OdBm::BuiltInParameter::STAIRS_TRISER_RISER_MARK;-1152105;Riser Mark
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_TREAD;-1152151;Tread
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_TREAD_THICKNESS;-1152152;Tread Thickness
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_NOSING_PROFILE;-1152153;Nosing Profile
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_NOSING_LENGTH;-1152154;Nosing Length
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_FRONT_NOSING;-1152155;Front Nosing
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RIGHT_NOSING;-1152156;Right Nosing
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_LEFT_NOSING;-1152157;Left Nosing
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_BACK_NOSING;-1152158;Back Nosing
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER_STYLE;-1152159;Riser Type
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER_THICKNESS;-1152160;Riser Thickness
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER_TREAD_CONNECTION;-1152161;Riser To Tread Connection
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_TREAD_MATERIAL;-1152162;Tread Material
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER_MATERIAL;-1152163;Riser Material
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_TREAD_PROFILE;-1152164;Tread Profile
OdBm::BuiltInParameter::SUPPORT_HAND_CLEARANCE;-1152165;Hand Clearance
OdBm::BuiltInParameter::SUPPORT_HEIGHT;-1152166;Height
OdBm::BuiltInParameter::TERMINATION_EXTENSION_LENGTH;-1152167;Extension Length
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER_PROFILE;-1152174;Riser Profile
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_NOSING_PLACEMENT;-1152175;Apply Nosing Profile
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER;-1152176;Riser
OdBm::BuiltInParameter::STAIRS_TRISERTYPE_RISER_IS_SLANTED;-1152177;Slanted
OdBm::BuiltInParameter::STAIRS_RAILING_PLACEMENT_OFFSET;-1152300;Offset from Path
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_YOUNG_MOD_1;-1152301;Young's Modulus 1
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_YOUNG_MOD_2;-1152302;Young's Modulus 2
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_POISSON_MOD_12;-1152303;Poisson Ratio 12
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_POISSON_MOD_23;-1152304;Poisson Ratio 23
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_SHEAR_MOD_12;-1152305;Shear Modulus 12
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_EXP_COEFF_1;-1152306;Thermal Expansion Coefficient 1
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_EXP_COEFF_2;-1152307;Thermal Expansion Coefficient 2
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_THERMAL_CONDUCTIVITY;-1152308;Thermal Conductivity
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_THERMAL_CONDUCTIVITY_X;-1152309;Thermal Conductivity X
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_THERMAL_CONDUCTIVITY_Y;-1152310;Thermal Conductivity Y
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_THERMAL_CONDUCTIVITY_Z;-1152311;Thermal Conductivity Z
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_STRUCTURAL_SPECIFIC_HEAT;-1152312;Specific Heat
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_STRUCTURAL_DENSITY;-1152313;Density
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_STRUCTURAL_THERMAL_TREATED;-1152314;Thermally Treated
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_TENSION_PARALLEL;-1152315;Tension Parallel to Grain
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_TENSION_PERPENDICULAR;-1152316;Tension Perpendicular to Grain
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_AVERAGE_MODULUS;-1152317;Average Modulus
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_FIVEPERCENT_MODULUS_OF_ELACTICITY;-1152318;5% Modulus of Elasticity
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_WOOD_CONSTRUCTION;-1152319;Construction
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_EMISSIVITY;-1152320;Emissivity
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_GAS_VISCOSITY;-1152321;Gas Viscosity
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_COMPRESSIBILITY;-1152322;Compressibility
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_LIQUID_VISCOSITY;-1152323;Liquid Viscosity
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_SPECIFIC_HEAT_OF_VAPORIZATION;-1152324;Specific Heat of Vaporization
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_VAPOR_PRESSURE;-1152325;Vapor Pressure
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_TRANSMITS_LIGHT;-1152326;Transmits Light
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_PERMEABILITY;-1152327;Permeability
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_POROSITY;-1152328;Porosity
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_REFLECTIVITY;-1152329;Reflectivity
OdBm::BuiltInParameter::THERMAL_MATERIAL_PARAM_ELECTRICAL_RESISTIVITY;-1152330;Electrical Resistivity
OdBm::BuiltInParameter::POINT_ADAPTIVE_ORIENTATION_TYPE;-1152331;Orients to
OdBm::BuiltInParameter::POINT_ADAPTIVE_CONSTRAINED;-1152332;Constrained
OdBm::BuiltInParameter::POINT_ADAPTIVE_SHOW_NUMBER;-1152333;Show Placement Number
OdBm::BuiltInParameter::POINT_ADAPTIVE_NUM_PARAM;-1152334;Number
OdBm::BuiltInParameter::DPART_BASE_LEVEL;-1152335;Base Level
OdBm::BuiltInParameter::DPART_BASE_LEVEL_BY_ORIGINAL;-1152336;Base Level By Original
OdBm::BuiltInParameter::MATERIAL_ASSET_PARAM_ASSET_LIB_ID;-1152337;Asset library id
OdBm::BuiltInParameter::MATERIAL_ASSET_PARAM_COMMON_SHARED_ASSET;-1152338;Sharing
OdBm::BuiltInParameter::MATERIAL_ASSET_PARAM_EXTERNAL_MATERIAL_ID;-1152339;External Material ID
OdBm::BuiltInParameter::MATERIAL_ASSET_PARAM_SOURCE;-1152340;Source
OdBm::BuiltInParameter::MATERIAL_ASSET_PARAM_SOURCE_URL;-1152341;Source URL
OdBm::BuiltInParameter::PROPERTY_SET_KEYWORDS;-1152342;Keywords
OdBm::BuiltInParameter::ANALYTICAL_MODEL_MANUALLY_ADJUSTED;-1152343;Manually Adjusted
OdBm::BuiltInParameter::DPART_EXCLUDED;-1152344;Excluded
OdBm::BuiltInParameter::DPART_SHAPE_MODIFIED;-1152345;Shape is modified
OdBm::BuiltInParameter::DIVISION_PATTERN;-1152346;Division Pattern
OdBm::BuiltInParameter::PATTERN_INDENT_1_FOR_DIVISION_RULE;-1152347;Indent 1
OdBm::BuiltInParameter::PATTERN_INDENT_2_FOR_DIVISION_RULE;-1152348;Indent 2
OdBm::BuiltInParameter::ALL_GRID_ROTATION_FOR_DIVISION_RULE;-1152349;All Grid Rotation
OdBm::BuiltInParameter::PATTERN_MIRROR_FOR_DIVISION_RULE;-1152350;Mirror
OdBm::BuiltInParameter::DIVISION_RULE_PARAM;-1152351;Division Rule
OdBm::BuiltInParameter::DIVISION_SKETCH_CURVE_EXTENTD_TO_SILH_PARAM;-1152352;Extend to Silhouette
OdBm::BuiltInParameter::SCHEDULE_GROUP_ITEMS_COUNT;-1152353;Number of items in the schedule group
OdBm::BuiltInParameter::DIVISION_SKETCH_CURVE_DIVISION_PARAMS_OVERRIDE_PARAM;-1152356;Profile Override
OdBm::BuiltInParameter::START_EXTENSION;-1152357;Start Extension
OdBm::BuiltInParameter::END_EXTENSION;-1152358;End Extension
OdBm::BuiltInParameter::START_JOIN_CUTBACK;-1152359;Start Join Cutback
OdBm::BuiltInParameter::END_JOIN_CUTBACK;-1152360;End Join Cutback
OdBm::BuiltInParameter::YZ_JUSTIFICATION;-1152361;yz Justification
OdBm::BuiltInParameter::Y_JUSTIFICATION;-1152362;y Justification
OdBm::BuiltInParameter::Y_OFFSET_VALUE;-1152363;y Offset Value
OdBm::BuiltInParameter::Z_JUSTIFICATION;-1152364;z Justification
OdBm::BuiltInParameter::Z_OFFSET_VALUE;-1152365;z Offset Value
OdBm::BuiltInParameter::START_Y_JUSTIFICATION;-1152366;Start y Justification
OdBm::BuiltInParameter::START_Y_OFFSET_VALUE;-1152367;Start y Offset Value
OdBm::BuiltInParameter::START_Z_JUSTIFICATION;-1152368;Start z Justification
OdBm::BuiltInParameter::START_Z_OFFSET_VALUE;-1152369;Start z Offset Value
OdBm::BuiltInParameter::END_Y_JUSTIFICATION;-1152370;End y Justification
OdBm::BuiltInParameter::END_Y_OFFSET_VALUE;-1152371;End y Offset Value
OdBm::BuiltInParameter::END_Z_JUSTIFICATION;-1152372;End z Justification
OdBm::BuiltInParameter::END_Z_OFFSET_VALUE;-1152373;End z Offset Value
OdBm::BuiltInParameter::FAM_PROFILE_DEFINITION;-1152374;Profile Definition
OdBm::BuiltInParameter::FAMILY_ROUNDCONNECTOR_DIMENSIONTYPE;-1152375;Round Connector Dimension
OdBm::BuiltInParameter::RBS_ENERGY_ANALYSIS_BUILDING_ENVELOPE_ANALYTICAL_SPACE_IDENTIFICATION_RESOLUTION;-1152376;Analytical Space Resolution
OdBm::BuiltInParameter::RBS_ENERGY_ANALYSIS_BUILDING_ENVELOPE_ANALYTICAL_SURFACE_IDENTIFICATION_RESOLUTION;-1152377;Analytical Surface Resolution
OdBm::BuiltInParameter::RBS_ENERGY_ANALYSIS_MODE;-1152378;Mode
OdBm::BuiltInParameter::ENERGY_ANALYSIS_ADVANCED_OPTIONS;-1152379;Other Options
OdBm::BuiltInParameter::REFERENCED_VIEW;-1152380;Referenced View
OdBm::BuiltInParameter::STRUCT_FRAM_JOIN_STATUS;-1152383;Join Status
OdBm::BuiltInParameter::ALL_MODEL_TYPE_IMAGE;-1152384;Type Image
OdBm::BuiltInParameter::ALL_MODEL_IMAGE;-1152385;Image
OdBm::BuiltInParameter::STRUCTURAL_CONNECTION_MODIFY_CONNECTION_PARAMETERS;-1153000;Detailed Parameters
OdBm::BuiltInParameter::STRUCTURAL_CONNECTION_APPROVAL_STATUS;-1153001;Approval Status
OdBm::BuiltInParameter::STRUCTURAL_CONNECTION_CODE_CHECKING_STATUS;-1153002;Code Checking Status
OdBm::BuiltInParameter::STRUCTURAL_CONNECTION_NOBLE_STATUS;-1153003;Noble Status
OdBm::BuiltInParameter::STRUCTURAL_CONNECTION_INPUT_ELEMENTS;-1153004;Input Elements
OdBm::BuiltInParameter::MEP_EQUIPMENT_CLASSIFICATION;-1153100;Classification
OdBm::BuiltInParameter::MEP_EQUIPMENT_CALC_PIPINGFLOW_PARAM;-1153103;Calculated Flow
OdBm::BuiltInParameter::MEP_EQUIPMENT_CALC_PIPINGPRESSUREDROP_PARAM;-1153104;Calculated Pressure Drop
OdBm::BuiltInParameter::MEP_ANALYTICAL_CRITICALPATH_PARAM;-1153106;Critical Path
OdBm::BuiltInParameter::MECHANICAL_EQUIPMENT_SET_ID_PARAM;-1153112;Mechanical Equipment Set
OdBm::BuiltInParameter::MEP_ANALYTICAL_LOOP_BOUNDARY_PARAM;-1153113;Loop Boundary
OdBm::BuiltInParameter::MEP_IGNORE_FLOW_ANALYSIS;-1153114;Ignore Flow Analysis
OdBm::BuiltInParameter::VIEW_SHOW_HIDDEN_LINES;-1154613;Show Hidden Lines
OdBm::BuiltInParameter::NUMBER_PARTITION_PARAM;-1154614;Partition
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_SKETCHY_LINES;-1154615;Sketchy Lines
OdBm::BuiltInParameter::REBAR_NUMBER;-1154616;Rebar Number
OdBm::BuiltInParameter::FABRIC_NUMBER;-1154617;Fabric Number
OdBm::BuiltInParameter::REBAR_SHAPE_IMAGE;-1154618;Shape Image
OdBm::BuiltInParameter::REBAR_ELEM_HOST_MARK;-1154619;Host Mark
OdBm::BuiltInParameter::MULTISTORY_STAIRS_REF_LEVEL;-1154630;Reference Level
OdBm::BuiltInParameter::MULTISTORY_STAIRS_ACTUAL_TREAD_DEPTH;-1154634;Actual Tread Depth
OdBm::BuiltInParameter::COUPLER_CODE;-1154638;Part Number
OdBm::BuiltInParameter::COUPLER_MAIN_BAR_SIZE;-1154639;Bar Size 1
OdBm::BuiltInParameter::COUPLER_COUPLED_BAR_SIZE;-1154640;Bar Size 2
OdBm::BuiltInParameter::COUPLER_QUANTITY;-1154641;Quantity
OdBm::BuiltInParameter::COUPLER_NUMBER;-1154642;Coupler Number
OdBm::BuiltInParameter::COUPLER_WEIGHT;-1154643;Mass
OdBm::BuiltInParameter::COUPLER_LENGTH;-1154644;Total Length
OdBm::BuiltInParameter::COUPLER_MAIN_ENGAGEMENT;-1154645;Bar Engagement 1
OdBm::BuiltInParameter::COUPLER_COUPLED_ENGAGEMENT;-1154646;Bar Engagement 2
OdBm::BuiltInParameter::FAMILY_FREEINST_DEFAULT_ELEVATION;-1154647;Default Elevation
OdBm::BuiltInParameter::COUPLER_MARK;-1154649;Schedule Mark
OdBm::BuiltInParameter::COUPLER_WIDTH;-1154651;External Diameter
OdBm::BuiltInParameter::COUPLER_MAIN_ENDTREATMENT;-1154652;End Treatment 1
OdBm::BuiltInParameter::COUPLER_COUPLED_ENDTREATMENT;-1154653;End Treatment 2
OdBm::BuiltInParameter::END_TREATMENT;-1154654;End Treatment
OdBm::BuiltInParameter::REBAR_ELEM_ENDTREATMENT_START;-1154655;End Treatment At Start
OdBm::BuiltInParameter::REBAR_ELEM_ENDTREATMENT_END;-1154656;End Treatment At End
OdBm::BuiltInParameter::REBAR_SHAPE_ENDTREATMENT_START_TYPE;-1154657;End Treatment At Start
OdBm::BuiltInParameter::REBAR_SHAPE_ENDTREATMENT_END_TYPE;-1154658;End Treatment At End
OdBm::BuiltInParameter::ROOM_OUTDOOR_AIR_INFO_PARAM;-1154662;Outdoor Air Information
OdBm::BuiltInParameter::ROOM_OUTDOOR_AIR_PER_PERSON_PARAM;-1154665;Outdoor Air per Person
OdBm::BuiltInParameter::ROOM_OUTDOOR_AIR_PER_AREA_PARAM;-1154668;Outdoor Air per Area
OdBm::BuiltInParameter::ROOM_AIR_CHANGES_PER_HOUR_PARAM;-1154671;Air Changes per Hour
OdBm::BuiltInParameter::DIRECTCONTEXT3D_NAME;-1154675;Name
OdBm::BuiltInParameter::DIRECTCONTEXT3D_SERVER_ID;-1154676;ServerId
OdBm::BuiltInParameter::DIRECTCONTEXT3D_APPLICATION_ID;-1154685;ApplicationId
OdBm::BuiltInParameter::DIRECTCONTEXT3D_SOURCE_ID;-1154686;Path
OdBm::BuiltInParameter::ROOM_OUTDOOR_AIRFLOW_STANDARD_PARAM;-1154687;Outdoor Air Method
OdBm::BuiltInParameter::ROOM_OUTDOOR_AIRFLOW_PARAM;-1154689;Outdoor Airflow
OdBm::BuiltInParameter::REBAR_FREE_FORM_HOOK_START_PLANE_ANGLE;-1154690;Hook Orientation At Start
OdBm::BuiltInParameter::REBAR_FREE_FORM_HOOK_END_PLANE_ANGLE;-1154691;Hook Orientation At End
OdBm::BuiltInParameter::BASEPOINT_LONGITUDE_PARAM;-1154692;Lon
OdBm::BuiltInParameter::BASEPOINT_LATITUDE_PARAM;-1154693;Lat
OdBm::BuiltInParameter::REBAR_GEOMETRY_TYPE;-1154694;Geometry
OdBm::BuiltInParameter::REBAR_WORKSHOP_INSTRUCTIONS;-1154695;Workshop Instructions
OdBm::BuiltInParameter::STEEL_ELEM_PLATE_THICKNESS;-1155003;Thickness
OdBm::BuiltInParameter::STEEL_ELEM_BOLT_STANDARD;-1155005;Standard
OdBm::BuiltInParameter::STEEL_ELEM_BOLT_GRADE;-1155006;Grade
OdBm::BuiltInParameter::STEEL_ELEM_BOLT_ASSEMBLY;-1155007;Assembly
OdBm::BuiltInParameter::STEEL_ELEM_BOLT_DIAMETER;-1155008;Diameter
OdBm::BuiltInParameter::STEEL_ELEM_COATING;-1155009;Coating
OdBm::BuiltInParameter::STEEL_ELEM_ANCHOR_STANDARD;-1155010;Standard
OdBm::BuiltInParameter::STEEL_ELEM_ANCHOR_GRADE;-1155011;Grade
OdBm::BuiltInParameter::STEEL_ELEM_ANCHOR_ASSEMBLY;-1155012;Assembly
OdBm::BuiltInParameter::STEEL_ELEM_ANCHOR_DIAMETER;-1155013;Diameter
OdBm::BuiltInParameter::STEEL_ELEM_SHEARSTUD_STANDARD;-1155014;Standard
OdBm::BuiltInParameter::STEEL_ELEM_SHEARSTUD_GRADE;-1155015;Grade
OdBm::BuiltInParameter::STEEL_ELEM_SHEARSTUD_DIAMETER;-1155016;Diameter
OdBm::BuiltInParameter::STEEL_ELEM_ANCHOR_LENGTH;-1155017;Length
OdBm::BuiltInParameter::STEEL_ELEM_BOLT_COATING;-1155018;Coating
OdBm::BuiltInParameter::STEEL_ELEM_SHEARSTUD_LENGTH;-1155019;Length
OdBm::BuiltInParameter::STEEL_ELEM_SHORTEN_REFLENGTH;-1155020;Length
OdBm::BuiltInParameter::STEEL_ELEM_SHORTEN_ANGLEY;-1155021;Angle along height
OdBm::BuiltInParameter::STEEL_ELEM_SHORTEN_ANGLEZ;-1155022;Angle along width
OdBm::BuiltInParameter::STEEL_ELEM_CONTOUR_GAP_WIDTH;-1155023;Gap Width
OdBm::BuiltInParameter::STEEL_ELEM_CONTOUR_SIDE1DIST;-1155026;Boundary distance 1
OdBm::BuiltInParameter::STEEL_ELEM_CONTOUR_SIDE2DIST;-1155027;Boundary distance 2
OdBm::BuiltInParameter::STEEL_ELEM_PARAM_RADIUS;-1155028;Radius
OdBm::BuiltInParameter::STEEL_ELEM_PARAM_BORINGOUT;-1155029;Boring out
